Date,City,Region,PM2.5,PM10,NO2,CO,SO2,AQI,AQI_Bucket,Year,Month
2016-04-27,Gwalior,North,108,192,52,3.52,30,225,Poor,2016,4
2016-04-27,Gwalior,North,119,195,47,4.47,22,234,Poor,2016,4
2016-05-05,Gwalior,North,97,205,52,3.26,28,218,Poor,2016,5
2016-05-06,Gwalior,North,87,166,40,3.85,22,187,Moderate,2016,5
2016-05-07,Gwalior,North,86,169,55,3.01,26,189,Moderate,2016,5
2016-05-07,Gwalior,North,83,172,38,3.8,20,190,Moderate,2016,5
2016-05-09,Gwalior,North,86,168,52,3.54,25,203,Poor,2016,5
2016-05-12,Gwalior,North,78,182,48,3.45,28,196,Moderate,2016,5
2016-05-14,Gwalior,North,92,159,55,3.64,23,200,Moderate,2016,5
2016-05-14,Gwalior,North,111,183,50,4.13,32,217,Poor,2016,5
2016-05-15,Gwalior,North,88,150,41,3.03,19,179,Moderate,2016,5
2016-05-15,Gwalior,North,96,169,50,4.46,24,201,Poor,2016,5
2016-05-16,Gwalior,North,86,163,41,3.69,19,190,Moderate,2016,5
2016-05-16,Gwalior,North,101,175,54,3.76,26,216,Poor,2016,5
2016-05-17,Gwalior,North,94,174,45,3.65,25,188,Moderate,2016,5
2016-05-17,Gwalior,North,93,205,46,3.81,20,224,Poor,2016,5
2016-05-19,Gwalior,North,102,193,51,3.92,27,220,Poor,2016,5
2016-05-19,Gwalior,North,81,162,46,3.92,21,192,Moderate,2016,5
2016-05-22,Gwalior,North,105,191,59,3.97,23,219,Poor,2016,5
2016-05-23,Gwalior,North,93,192,41,3.27,20,193,Moderate,2016,5
2016-05-24,Gwalior,North,83,131,45,2.66,11,170,Moderate,2016,5
2016-05-25,Gwalior,North,71,161,42,4.15,23,182,Moderate,2016,5
2016-05-26,Gwalior,North,76,151,40,3.26,24,179,Moderate,2016,5
2016-06-01,Gwalior,North,87,170,52,3.64,24,206,Poor,2016,6
2016-06-03,Gwalior,North,93,135,40,3.13,24,178,Moderate,2016,6
2016-06-04,Gwalior,North,82,172,51,3.57,26,188,Moderate,2016,6
2016-06-04,Gwalior,North,92,196,56,2.88,24,198,Moderate,2016,6
2016-06-04,Gwalior,North,99,180,45,4.07,28,200,Moderate,2016,6
2016-06-04,Gwalior,North,80,161,46,3.24,20,185,Moderate,2016,6
2016-06-07,Gwalior,North,69,134,45,2.77,20,160,Moderate,2016,6
2016-06-07,Gwalior,North,80,145,42,3.33,23,187,Moderate,2016,6
2016-06-08,Gwalior,North,86,159,48,2.74,18,174,Moderate,2016,6
2016-06-12,Gwalior,North,65,128,29,2.59,21,146,Moderate,2016,6
2016-06-13,Gwalior,North,68,134,35,2.76,25,161,Moderate,2016,6
2016-06-14,Gwalior,North,56,124,31,2.01,19,133,Moderate,2016,6
2016-06-16,Gwalior,North,81,132,36,2.14,22,151,Moderate,2016,6
2016-06-17,Gwalior,North,71,156,40,2.61,11,169,Moderate,2016,6
2016-06-17,Gwalior,North,90,174,42,3.16,23,177,Moderate,2016,6
2016-06-18,Gwalior,North,63,152,36,2.94,18,153,Moderate,2016,6
2016-06-18,Gwalior,North,90,151,43,3.46,26,180,Moderate,2016,6
2016-06-21,Gwalior,North,79,145,50,2.54,20,164,Moderate,2016,6
2016-06-21,Gwalior,North,69,121,43,2.49,23,148,Moderate,2016,6
2016-06-22,Gwalior,North,84,160,44,3.43,26,174,Moderate,2016,6
2016-06-22,Gwalior,North,69,161,43,3.32,20,172,Moderate,2016,6
2016-06-22,Gwalior,North,81,162,39,3.62,18,185,Moderate,2016,6
2016-06-22,Gwalior,North,72,143,34,4.01,21,178,Moderate,2016,6
2016-06-24,Gwalior,North,79,141,41,3.21,19,166,Moderate,2016,6
2016-06-25,Gwalior,North,63,141,38,2.75,18,161,Moderate,2016,6
2016-06-25,Gwalior,North,59,154,40,2.73,23,164,Moderate,2016,6
2016-06-25,Gwalior,North,80,156,38,3.22,21,177,Moderate,2016,6
2016-06-25,Gwalior,North,74,131,29,2.1,21,146,Moderate,2016,6
2016-06-25,Gwalior,North,98,160,54,3.37,27,184,Moderate,2016,6
2016-06-27,Gwalior,North,72,143,39,2.91,17,151,Moderate,2016,6
2016-07-03,Gwalior,North,74,120,33,3.02,17,163,Moderate,2016,7
2016-07-03,Gwalior,North,86,129,46,3.08,18,155,Moderate,2016,7
2016-07-04,Gwalior,North,82,149,40,3.27,21,182,Moderate,2016,7
2016-07-04,Gwalior,North,76,135,28,2.75,14,152,Moderate,2016,7
2016-07-05,Gwalior,North,63,123,31,2.73,14,139,Moderate,2016,7
2016-07-05,Gwalior,North,69,113,26,2.38,21,144,Moderate,2016,7
2016-07-07,Gwalior,North,60,99,30,1.84,6,111,Moderate,2016,7
2016-07-08,Gwalior,North,75,141,36,3.07,18,159,Moderate,2016,7
2016-07-08,Gwalior,North,71,114,28,2.76,15,146,Moderate,2016,7
2016-07-08,Gwalior,North,62,121,34,2.74,17,161,Moderate,2016,7
2016-07-08,Gwalior,North,56,135,29,2.4,12,140,Moderate,2016,7
2016-07-11,Gwalior,North,55,119,35,2.41,11,146,Moderate,2016,7
2016-07-11,Gwalior,North,69,91,23,2.69,23,132,Moderate,2016,7
2016-07-12,Gwalior,North,85,122,34,2.99,18,153,Moderate,2016,7
2016-07-13,Gwalior,North,75,136,39,2.85,19,155,Moderate,2016,7
2016-07-13,Gwalior,North,89,149,44,2.86,18,174,Moderate,2016,7
2016-07-15,Gwalior,North,74,155,31,2.99,14,163,Moderate,2016,7
2016-07-16,Gwalior,North,66,129,24,2.18,15,149,Moderate,2016,7
2016-07-17,Gwalior,North,73,124,35,2.36,17,148,Moderate,2016,7
2016-07-21,Gwalior,North,53,91,31,2.37,12,121,Moderate,2016,7
2016-07-21,Gwalior,North,79,153,35,2.82,23,158,Moderate,2016,7
2016-07-22,Gwalior,North,70,149,36,3.06,17,149,Moderate,2016,7
2016-07-23,Gwalior,North,82,165,38,2.76,19,167,Moderate,2016,7
2016-07-26,Gwalior,North,72,143,36,2.14,15,138,Moderate,2016,7
2016-08-01,Gwalior,North,76,133,38,2.94,24,161,Moderate,2016,8
2016-08-02,Gwalior,North,100,154,37,2.71,17,178,Moderate,2016,8
2016-08-02,Gwalior,North,69,135,30,2.95,14,151,Moderate,2016,8
2016-08-03,Gwalior,North,64,139,39,2.85,17,162,Moderate,2016,8
2016-08-03,Gwalior,North,78,147,46,2.72,18,162,Moderate,2016,8
2016-08-03,Gwalior,North,69,156,35,2.82,22,178,Moderate,2016,8
2016-08-03,Gwalior,North,67,129,37,2.84,13,142,Moderate,2016,8
2016-08-04,Gwalior,North,67,126,35,2.44,25,150,Moderate,2016,8
2016-08-05,Gwalior,North,75,151,36,3.1,20,171,Moderate,2016,8
2016-08-07,Gwalior,North,72,117,35,2.81,17,159,Moderate,2016,8
2016-08-09,Gwalior,North,57,131,36,2.82,17,148,Moderate,2016,8
2016-08-09,Gwalior,North,86,170,48,3.6,13,198,Moderate,2016,8
2016-08-11,Gwalior,North,77,145,35,2.82,19,178,Moderate,2016,8
2016-08-12,Gwalior,North,71,151,39,3.35,21,177,Moderate,2016,8
2016-08-12,Gwalior,North,92,128,35,3.04,15,168,Moderate,2016,8
2016-08-14,Gwalior,North,78,130,36,2.71,19,154,Moderate,2016,8
2016-08-14,Gwalior,North,74,140,39,2.71,21,155,Moderate,2016,8
2016-08-15,Gwalior,North,70,148,35,3.2,15,169,Moderate,2016,8
2016-08-17,Gwalior,North,76,141,41,3.29,17,168,Moderate,2016,8
2016-08-17,Gwalior,North,103,171,42,2.82,19,178,Moderate,2016,8
2016-08-17,Gwalior,North,73,134,44,3.11,26,175,Moderate,2016,8
2016-08-18,Gwalior,North,64,140,42,2.85,18,164,Moderate,2016,8
2016-08-19,Gwalior,North,85,133,47,3.56,13,181,Moderate,2016,8
2016-08-21,Gwalior,North,86,138,48,3.31,28,184,Moderate,2016,8
2016-08-23,Gwalior,North,70,123,32,2.54,17,151,Moderate,2016,8
2016-08-23,Gwalior,North,68,133,38,2.89,16,167,Moderate,2016,8
2016-08-24,Gwalior,North,70,87,33,2.58,18,120,Moderate,2016,8
2016-08-25,Gwalior,North,62,121,36,2.67,19,151,Moderate,2016,8
2016-08-25,Gwalior,North,78,147,36,3.45,19,177,Moderate,2016,8
2016-08-25,Gwalior,North,77,171,43,3.15,25,178,Moderate,2016,8
2016-08-25,Gwalior,North,62,127,37,2.88,16,148,Moderate,2016,8
2016-08-26,Gwalior,North,66,132,47,2.58,20,169,Moderate,2016,8
2016-08-26,Gwalior,North,88,140,43,3.19,16,188,Moderate,2016,8
2016-08-27,Gwalior,North,80,162,51,3.93,24,194,Moderate,2016,8
2016-09-01,Gwalior,North,92,167,45,3.47,24,206,Poor,2016,9
2016-09-02,Gwalior,North,83,170,53,3.7,21,202,Poor,2016,9
2016-09-03,Gwalior,North,94,188,36,3.81,22,192,Moderate,2016,9
2016-09-04,Gwalior,North,94,186,48,4.08,16,200,Moderate,2016,9
2016-09-04,Gwalior,North,86,177,49,4.05,26,198,Moderate,2016,9
2016-09-04,Gwalior,North,84,186,54,3.56,26,205,Poor,2016,9
2016-09-04,Gwalior,North,81,166,43,3.6,17,193,Moderate,2016,9
2016-09-04,Gwalior,North,95,169,57,3.93,27,209,Poor,2016,9
2016-09-05,Gwalior,North,84,155,37,3.52,23,189,Moderate,2016,9
2016-09-05,Gwalior,North,104,182,51,3.38,27,223,Poor,2016,9
2016-09-05,Gwalior,North,78,157,42,2.89,16,168,Moderate,2016,9
2016-09-06,Gwalior,North,69,172,42,3.04,22,184,Moderate,2016,9
2016-09-08,Gwalior,North,93,175,58,4.32,28,221,Poor,2016,9
2016-09-09,Gwalior,North,93,183,55,3.95,30,207,Poor,2016,9
2016-09-12,Gwalior,North,92,182,42,2.97,24,199,Moderate,2016,9
2016-09-12,Gwalior,North,68,139,35,2.58,20,171,Moderate,2016,9
2016-09-15,Gwalior,North,84,187,43,3.88,20,211,Poor,2016,9
2016-09-16,Gwalior,North,87,160,45,3.62,18,200,Moderate,2016,9
2016-09-16,Gwalior,North,89,141,39,2.84,18,184,Moderate,2016,9
2016-09-18,Gwalior,North,91,172,48,2.9,20,199,Moderate,2016,9
2016-09-18,Gwalior,North,88,198,49,3.63,27,212,Poor,2016,9
2016-09-18,Gwalior,North,94,165,44,3.46,25,193,Moderate,2016,9
2016-09-20,Gwalior,North,96,152,42,3.42,21,188,Moderate,2016,9
2016-09-22,Gwalior,North,104,200,50,3.94,32,220,Poor,2016,9
2016-09-22,Gwalior,North,109,178,55,3.59,24,210,Poor,2016,9
2016-09-23,Gwalior,North,80,187,49,3.67,27,199,Moderate,2016,9
2016-09-24,Gwalior,North,87,179,37,3.3,26,180,Moderate,2016,9
2016-09-24,Gwalior,North,87,174,50,2.98,25,188,Moderate,2016,9
2016-09-24,Gwalior,North,88,176,45,3.33,19,185,Moderate,2016,9
2016-09-25,Gwalior,North,92,163,46,2.98,24,179,Moderate,2016,9
2016-09-25,Gwalior,North,94,195,51,4.23,20,215,Poor,2016,9
2016-09-26,Gwalior,North,78,177,49,3.72,36,204,Poor,2016,9
2016-09-26,Gwalior,North,98,170,47,3.93,23,201,Poor,2016,9
2016-09-27,Gwalior,North,82,167,44,3.2,25,195,Moderate,2016,9
2016-10-03,Gwalior,North,120,225,63,4.84,29,241,Poor,2016,10
2016-10-03,Gwalior,North,117,206,59,4.24,27,247,Poor,2016,10
2016-10-04,Gwalior,North,129,232,61,4.76,33,277,Poor,2016,10
2016-10-04,Gwalior,North,109,231,66,4.22,40,269,Poor,2016,10
2016-10-08,Gwalior,North,111,216,55,4.81,30,266,Poor,2016,10
2016-10-12,Gwalior,North,123,216,61,4.69,32,261,Poor,2016,10
2016-10-12,Gwalior,North,117,217,56,4.86,22,240,Poor,2016,10
2016-10-15,Gwalior,North,99,208,58,3.77,29,244,Poor,2016,10
2016-10-15,Gwalior,North,124,234,65,4.33,26,260,Poor,2016,10
2016-10-16,Gwalior,North,115,194,56,4.79,31,241,Poor,2016,10
2016-10-16,Gwalior,North,108,211,52,4.18,34,249,Poor,2016,10
2016-10-17,Gwalior,North,127,213,56,4.0,25,253,Poor,2016,10
2016-10-18,Gwalior,North,133,229,55,3.66,32,261,Poor,2016,10
2016-10-19,Gwalior,North,120,250,64,4.99,35,276,Poor,2016,10
2016-10-19,Gwalior,North,120,232,66,4.11,30,255,Poor,2016,10
2016-10-20,Gwalior,North,120,206,58,4.66,30,260,Poor,2016,10
2016-10-20,Gwalior,North,115,232,68,4.99,30,269,Poor,2016,10
2016-10-20,Gwalior,North,125,243,62,5.27,33,266,Poor,2016,10
2016-10-22,Gwalior,North,88,177,53,3.95,21,212,Poor,2016,10
2016-10-22,Gwalior,North,110,209,67,4.59,33,245,Poor,2016,10
2016-10-24,Gwalior,North,124,229,72,4.16,26,258,Poor,2016,10
2016-10-26,Gwalior,North,127,227,74,4.51,33,266,Poor,2016,10
2016-10-26,Gwalior,North,114,224,59,4.71,36,254,Poor,2016,10
2016-10-27,Gwalior,North,105,193,59,4.65,27,238,Poor,2016,10
2016-10-27,Gwalior,North,116,201,66,4.1,31,256,Poor,2016,10
2016-11-01,Gwalior,North,130,257,68,5.41,37,296,Poor,2016,11
2016-11-01,Gwalior,North,136,264,72,5.73,41,313,Very Poor,2016,11
2016-11-02,Gwalior,North,124,247,61,5.59,29,293,Poor,2016,11
2016-11-05,Gwalior,North,120,255,69,4.92,31,294,Poor,2016,11
2016-11-05,Gwalior,North,130,252,60,4.99,35,284,Poor,2016,11
2016-11-06,Gwalior,North,138,253,76,5.59,31,282,Poor,2016,11
2016-11-06,Gwalior,North,151,260,72,5.45,30,308,Very Poor,2016,11
2016-11-09,Gwalior,North,144,238,70,5.2,32,292,Poor,2016,11
2016-11-09,Gwalior,North,133,243,75,4.35,23,280,Poor,2016,11
2016-11-11,Gwalior,North,122,217,69,5.15,31,279,Poor,2016,11
2016-11-12,Gwalior,North,148,253,72,5.55,38,296,Poor,2016,11
2016-11-12,Gwalior,North,151,276,74,5.25,41,308,Very Poor,2016,11
2016-11-12,Gwalior,North,139,289,80,6.84,34,324,Very Poor,2016,11
2016-11-13,Gwalior,North,123,229,68,4.9,33,266,Poor,2016,11
2016-11-17,Gwalior,North,130,294,77,5.73,35,302,Very Poor,2016,11
2016-11-18,Gwalior,North,125,242,63,5.46,34,294,Poor,2016,11
2016-11-18,Gwalior,North,145,257,78,5.29,33,299,Poor,2016,11
2016-11-18,Gwalior,North,152,278,73,5.79,33,312,Very Poor,2016,11
2016-11-19,Gwalior,North,125,253,64,4.21,38,268,Poor,2016,11
2016-11-19,Gwalior,North,148,280,70,5.73,37,316,Very Poor,2016,11
2016-11-21,Gwalior,North,152,240,65,5.51,34,296,Poor,2016,11
2016-11-21,Gwalior,North,146,282,92,5.78,38,322,Very Poor,2016,11
2016-11-21,Gwalior,North,117,226,65,4.82,37,270,Poor,2016,11
2016-11-22,Gwalior,North,118,231,50,4.28,24,255,Poor,2016,11
2016-11-22,Gwalior,North,132,238,77,5.24,28,290,Poor,2016,11
2016-11-23,Gwalior,North,139,267,83,5.56,35,315,Very Poor,2016,11
2016-11-25,Gwalior,North,136,269,78,5.04,33,296,Poor,2016,11
2016-11-25,Gwalior,North,150,255,64,5.52,31,302,Very Poor,2016,11
2016-11-27,Gwalior,North,136,240,62,4.8,34,282,Poor,2016,11
2016-11-27,Gwalior,North,136,258,80,5.64,36,286,Poor,2016,11
2016-12-02,Gwalior,North,157,271,77,5.75,41,327,Very Poor,2016,12
2016-12-02,Gwalior,North,137,270,72,5.59,40,319,Very Poor,2016,12
2016-12-03,Gwalior,North,142,268,69,5.0,39,297,Poor,2016,12
2016-12-03,Gwalior,North,136,253,73,5.85,39,317,Very Poor,2016,12
2016-12-04,Gwalior,North,169,317,89,5.93,37,351,Very Poor,2016,12
2016-12-04,Gwalior,North,154,288,81,5.77,41,329,Very Poor,2016,12
2016-12-04,Gwalior,North,146,294,69,5.98,40,315,Very Poor,2016,12
2016-12-05,Gwalior,North,143,324,84,6.75,48,343,Very Poor,2016,12
2016-12-07,Gwalior,North,146,240,76,5.48,35,298,Poor,2016,12
2016-12-08,Gwalior,North,153,293,84,5.77,36,329,Very Poor,2016,12
2016-12-10,Gwalior,North,142,303,67,5.98,33,325,Very Poor,2016,12
2016-12-11,Gwalior,North,150,289,73,6.33,41,338,Very Poor,2016,12
2016-12-11,Gwalior,North,133,294,76,5.97,34,317,Very Poor,2016,12
2016-12-12,Gwalior,North,143,269,82,5.95,39,323,Very Poor,2016,12
2016-12-15,Gwalior,North,148,287,82,6.25,41,338,Very Poor,2016,12
2016-12-17,Gwalior,North,149,281,87,5.97,33,325,Very Poor,2016,12
2016-12-20,Gwalior,North,170,288,84,6.49,38,364,Very Poor,2016,12
2016-12-22,Gwalior,North,141,272,80,6.19,38,328,Very Poor,2016,12
2016-12-22,Gwalior,North,170,290,80,5.78,40,335,Very Poor,2016,12
2016-12-23,Gwalior,North,149,288,75,5.82,38,325,Very Poor,2016,12
2016-12-25,Gwalior,North,150,308,71,6.2,38,335,Very Poor,2016,12
2016-12-26,Gwalior,North,149,261,76,5.68,30,321,Very Poor,2016,12
2016-12-26,Gwalior,North,169,293,83,6.24,36,335,Very Poor,2016,12
2016-12-27,Gwalior,North,142,256,72,5.87,29,327,Very Poor,2016,12
2017-01-01,Gwalior,North,149,280,77,5.54,34,318,Very Poor,2017,1
2017-01-02,Gwalior,North,141,276,72,5.56,36,311,Very Poor,2017,1
2017-01-02,Gwalior,North,129,274,80,5.69,39,299,Poor,2017,1
2017-01-04,Gwalior,North,125,236,68,5.53,36,292,Poor,2017,1
2017-01-05,Gwalior,North,145,297,77,5.63,41,311,Very Poor,2017,1
2017-01-05,Gwalior,North,135,268,65,5.47,41,303,Very Poor,2017,1
2017-01-06,Gwalior,North,129,265,70,5.34,31,300,Poor,2017,1
2017-01-09,Gwalior,North,124,268,70,5.65,32,293,Poor,2017,1
2017-01-10,Gwalior,North,156,283,82,5.34,33,324,Very Poor,2017,1
2017-01-10,Gwalior,North,136,289,74,5.48,39,311,Very Poor,2017,1
2017-01-11,Gwalior,North,135,253,75,5.49,46,313,Very Poor,2017,1
2017-01-12,Gwalior,North,140,257,74,5.55,32,302,Very Poor,2017,1
2017-01-14,Gwalior,North,137,271,65,5.69,39,302,Very Poor,2017,1
2017-01-14,Gwalior,North,132,255,63,6.01,40,305,Very Poor,2017,1
2017-01-17,Gwalior,North,141,280,83,5.77,38,308,Very Poor,2017,1
2017-01-18,Gwalior,North,126,213,68,4.9,40,270,Poor,2017,1
2017-01-18,Gwalior,North,148,263,75,4.86,40,306,Very Poor,2017,1
2017-01-20,Gwalior,North,165,296,73,6.11,41,333,Very Poor,2017,1
2017-01-20,Gwalior,North,150,294,79,5.78,39,325,Very Poor,2017,1
2017-01-20,Gwalior,North,143,259,84,6.22,41,323,Very Poor,2017,1
2017-01-20,Gwalior,North,154,270,76,5.76,38,307,Very Poor,2017,1
2017-01-23,Gwalior,North,132,264,70,5.7,32,306,Very Poor,2017,1
2017-01-23,Gwalior,North,129,252,78,5.31,36,295,Poor,2017,1
2017-01-24,Gwalior,North,132,280,69,5.45,41,312,Very Poor,2017,1
2017-01-24,Gwalior,North,147,285,70,5.12,35,314,Very Poor,2017,1
2017-01-25,Gwalior,North,139,264,74,5.44,34,304,Very Poor,2017,1
2017-01-25,Gwalior,North,148,257,67,5.26,28,304,Very Poor,2017,1
2017-01-25,Gwalior,North,141,264,72,5.64,38,320,Very Poor,2017,1
2017-01-25,Gwalior,North,143,269,69,5.66,39,298,Poor,2017,1
2017-01-26,Gwalior,North,141,253,63,5.38,35,302,Very Poor,2017,1
2017-01-27,Gwalior,North,133,269,77,5.42,37,307,Very Poor,2017,1
2017-01-27,Gwalior,North,155,259,86,5.51,45,333,Very Poor,2017,1
2017-02-02,Gwalior,North,141,241,64,5.14,31,277,Poor,2017,2
2017-02-02,Gwalior,North,128,223,64,4.58,35,260,Poor,2017,2
2017-02-03,Gwalior,North,119,240,65,4.86,36,272,Poor,2017,2
2017-02-04,Gwalior,North,117,230,59,4.69,28,252,Poor,2017,2
2017-02-06,Gwalior,North,129,240,71,5.47,34,283,Poor,2017,2
2017-02-07,Gwalior,North,131,254,62,5.59,38,293,Poor,2017,2
2017-02-07,Gwalior,North,129,256,73,5.73,32,301,Very Poor,2017,2
2017-02-10,Gwalior,North,134,248,63,5.6,27,284,Poor,2017,2
2017-02-10,Gwalior,North,129,257,64,5.16,32,280,Poor,2017,2
2017-02-11,Gwalior,North,127,230,73,5.49,43,295,Poor,2017,2
2017-02-12,Gwalior,North,121,240,63,4.62,37,270,Poor,2017,2
2017-02-12,Gwalior,North,141,265,69,5.17,23,303,Very Poor,2017,2
2017-02-12,Gwalior,North,126,238,72,4.75,36,272,Poor,2017,2
2017-02-13,Gwalior,North,136,249,66,5.06,32,280,Poor,2017,2
2017-02-13,Gwalior,North,134,259,71,4.83,29,290,Poor,2017,2
2017-02-14,Gwalior,North,124,242,69,4.87,34,270,Poor,2017,2
2017-02-15,Gwalior,North,126,244,69,4.95,45,283,Poor,2017,2
2017-02-16,Gwalior,North,141,267,69,5.58,37,297,Poor,2017,2
2017-02-16,Gwalior,North,131,246,72,5.5,35,293,Poor,2017,2
2017-02-16,Gwalior,North,153,266,72,5.06,34,303,Very Poor,2017,2
2017-02-19,Gwalior,North,121,262,63,5.23,34,282,Poor,2017,2
2017-02-20,Gwalior,North,138,261,66,5.29,31,286,Poor,2017,2
2017-02-21,Gwalior,North,109,239,58,4.88,31,260,Poor,2017,2
2017-02-22,Gwalior,North,133,250,63,4.67,32,275,Poor,2017,2
2017-02-23,Gwalior,North,114,241,66,4.8,23,271,Poor,2017,2
2017-02-23,Gwalior,North,125,258,74,5.06,36,293,Poor,2017,2
2017-02-25,Gwalior,North,135,254,65,4.75,41,275,Poor,2017,2
2017-02-25,Gwalior,North,124,229,79,5.84,30,286,Poor,2017,2
2017-02-26,Gwalior,North,159,265,74,5.91,35,317,Very Poor,2017,2
2017-02-27,Gwalior,North,130,225,63,4.89,31,263,Poor,2017,2
2017-03-01,Gwalior,North,118,216,62,4.12,32,257,Poor,2017,3
2017-03-02,Gwalior,North,136,246,75,5.14,30,284,Poor,2017,3
2017-03-02,Gwalior,North,115,218,62,4.7,30,250,Poor,2017,3
2017-03-03,Gwalior,North,120,240,66,4.99,38,270,Poor,2017,3
2017-03-03,Gwalior,North,113,230,64,4.65,37,255,Poor,2017,3
2017-03-07,Gwalior,North,117,230,59,5.19,32,272,Poor,2017,3
2017-03-08,Gwalior,North,108,229,57,4.46,29,250,Poor,2017,3
2017-03-09,Gwalior,North,106,199,56,3.76,25,240,Poor,2017,3
2017-03-10,Gwalior,North,105,215,62,4.68,34,256,Poor,2017,3
2017-03-11,Gwalior,North,143,253,76,5.77,29,292,Poor,2017,3
2017-03-11,Gwalior,North,118,237,62,5.37,41,281,Poor,2017,3
2017-03-11,Gwalior,North,112,218,68,4.12,29,257,Poor,2017,3
2017-03-11,Gwalior,North,112,225,55,4.41,28,246,Poor,2017,3
2017-03-14,Gwalior,North,116,239,56,4.43,27,246,Poor,2017,3
2017-03-15,Gwalior,North,117,233,63,4.96,28,264,Poor,2017,3
2017-03-18,Gwalior,North,119,227,62,4.75,23,259,Poor,2017,3
2017-03-18,Gwalior,North,89,221,56,4.32,36,240,Poor,2017,3
2017-03-19,Gwalior,North,95,211,49,4.23,26,243,Poor,2017,3
2017-03-20,Gwalior,North,105,187,58,4.43,29,237,Poor,2017,3
2017-03-21,Gwalior,North,121,200,57,4.61,29,251,Poor,2017,3
2017-03-21,Gwalior,North,127,216,63,4.76,31,265,Poor,2017,3
2017-03-22,Gwalior,North,116,228,63,5.2,26,268,Poor,2017,3
2017-03-22,Gwalior,North,109,214,55,4.27,29,231,Poor,2017,3
2017-03-22,Gwalior,North,105,188,57,4.14,28,253,Poor,2017,3
2017-03-23,Gwalior,North,103,214,50,3.46,28,217,Poor,2017,3
2017-03-23,Gwalior,North,111,228,59,4.76,30,248,Poor,2017,3
2017-03-23,Gwalior,North,112,248,63,4.79,23,265,Poor,2017,3
2017-03-25,Gwalior,North,121,239,69,4.72,27,259,Poor,2017,3
2017-03-26,Gwalior,North,114,232,60,5.32,31,269,Poor,2017,3
2017-03-27,Gwalior,North,105,186,58,4.17,31,223,Poor,2017,3
2017-04-01,Gwalior,North,94,189,46,3.06,24,209,Poor,2017,4
2017-04-02,Gwalior,North,111,198,53,4.39,29,244,Poor,2017,4
2017-04-03,Gwalior,North,93,173,50,3.8,25,198,Moderate,2017,4
2017-04-03,Gwalior,North,87,159,41,3.4,22,189,Moderate,2017,4
2017-04-05,Gwalior,North,87,155,49,3.1,22,195,Moderate,2017,4
2017-04-05,Gwalior,North,105,172,49,3.8,28,217,Poor,2017,4
2017-04-07,Gwalior,North,99,200,56,4.63,19,236,Poor,2017,4
2017-04-09,Gwalior,North,98,205,54,4.08,27,230,Poor,2017,4
2017-04-09,Gwalior,North,100,184,54,3.69,24,227,Poor,2017,4
2017-04-11,Gwalior,North,108,227,51,3.84,34,239,Poor,2017,4
2017-04-12,Gwalior,North,101,187,50,3.55,26,212,Poor,2017,4
2017-04-13,Gwalior,North,98,184,56,4.21,26,225,Poor,2017,4
2017-04-15,Gwalior,North,100,175,59,3.26,21,200,Moderate,2017,4
2017-04-16,Gwalior,North,108,222,54,4.38,29,247,Poor,2017,4
2017-04-17,Gwalior,North,99,208,52,3.51,24,222,Poor,2017,4
2017-04-20,Gwalior,North,114,223,54,4.68,35,246,Poor,2017,4
2017-04-23,Gwalior,North,90,169,50,3.51,28,198,Moderate,2017,4
2017-04-24,Gwalior,North,95,196,55,3.88,30,225,Poor,2017,4
2017-04-24,Gwalior,North,115,228,58,4.53,26,245,Poor,2017,4
2017-04-25,Gwalior,North,110,191,59,3.43,25,229,Poor,2017,4
2017-04-27,Gwalior,North,99,173,49,4.23,25,224,Poor,2017,4
2017-05-01,Gwalior,North,86,194,51,4.03,25,214,Poor,2017,5
2017-05-03,Gwalior,North,85,148,47,2.74,22,176,Moderate,2017,5
2017-05-04,Gwalior,North,87,184,50,3.88,24,199,Moderate,2017,5
2017-05-06,Gwalior,North,81,179,53,4.17,24,204,Poor,2017,5
2017-05-06,Gwalior,North,90,171,50,3.97,30,203,Poor,2017,5
2017-05-07,Gwalior,North,95,177,43,3.81,23,210,Poor,2017,5
2017-05-07,Gwalior,North,84,147,43,3.53,25,191,Moderate,2017,5
2017-05-08,Gwalior,North,114,189,55,4.31,28,233,Poor,2017,5
2017-05-09,Gwalior,North,100,159,53,4.16,22,211,Poor,2017,5
2017-05-09,Gwalior,North,98,187,39,3.57,22,196,Moderate,2017,5
2017-05-09,Gwalior,North,92,159,44,3.5,21,184,Moderate,2017,5
2017-05-10,Gwalior,North,93,181,40,3.53,20,205,Poor,2017,5
2017-05-10,Gwalior,North,112,214,49,4.63,27,239,Poor,2017,5
2017-05-10,Gwalior,North,94,170,48,3.66,23,192,Moderate,2017,5
2017-05-11,Gwalior,North,89,189,45,3.76,22,192,Moderate,2017,5
2017-05-12,Gwalior,North,102,192,49,3.52,28,213,Poor,2017,5
2017-05-17,Gwalior,North,107,189,61,4.19,25,219,Poor,2017,5
2017-05-18,Gwalior,North,84,148,44,3.12,22,177,Moderate,2017,5
2017-05-24,Gwalior,North,94,147,36,3.01,21,176,Moderate,2017,5
2017-05-24,Gwalior,North,83,179,39,3.52,24,197,Moderate,2017,5
2017-05-24,Gwalior,North,97,169,54,3.01,26,198,Moderate,2017,5
2017-05-24,Gwalior,North,80,120,46,2.85,24,181,Moderate,2017,5
2017-05-24,Gwalior,North,85,152,48,3.85,23,197,Moderate,2017,5
